DrugBankID,Name,Source,Source_link,Groups,Therap_Class,Indication(s),DP,z_DP,z_DP_pVal,FR,z_FR,z_FR_pVal,Functional_Proximity,z_FP,z_FP_pVal
DB00619,Imatinib,DrugBank,https://www.drugbank.ca/covid-19,approved,Anticancer Agents,"
Chronic myelogenous leukaemia
Intestinal cancer
Lung cancer
Systemic mastocytosis
",1.73134328358209,-3.83457083790895,6.28918595742126E-05,478.764849729206,3.23560408730868,0.000606928098654,0.302,0.119260853948823,0.452534348061231
DB06228,Rivaroxaban,DrugBank,https://www.drugbank.ca/covid-19,approved,Direct factor Xa inhibitors,"
Deep vein thrombosis
",2.40796019900498,-0.026739730195778,0.489333662168861,41.470445201004,0.148723184079658,0.44088603321867,0.32,0.42426994941818,0.335684476133556
DB01225,Enoxaparin,DrugBank,https://www.drugbank.ca/covid-19,approved,Anticoagulants,"
Thrombosis
Venous thrombosis
",2.26119402985075,0.470139288323215,0.319127753094815,81.5493939521754,0.175702970592518,0.430263650709346,0.198,-1.64301391987413,0.949809973369657
DB00959,Methylprednisolone,DrugBank,https://www.drugbank.ca/covid-19,"approved,vet_approved","Corticosteroids, combinations for treatment of acne",,2.04228855721393,-1.05147581885279,0.146520054829756,106.122829730638,1.82709547658358,0.033842707630695,0.261,-0.575482085731379,0.717517348584306
DB01601,Lopinavir,DrugBank,https://www.drugbank.ca/covid-19,approved,Anti-HIV Agents,"
Human immunodeficiency virus infection
",Inf,,,,,,,,
DB00503,Ritonavir,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Anti-HIV Agents,"
Human immunodeficiency virus infection
",2.51492537313433,1.38160703956152,0.083546195663776,38.1962189610939,-0.49241147362242,0.311214244931771,0.316,0.35649015042499,0.360736763533435
DB06273,Tocilizumab,DrugBank,https://www.drugbank.ca/covid-19,approved,Interleukin inhibitors,"
Juvenile idiopathic arthritis
Rheumatoid arthritis
",2.30099502487562,1.77761388256721,0.03773364607613,44.8739751889254,-1.60511825894474,0.054233890873013,0.231,-1.08383057818031,0.860780037679581
DB00319,Piperacillin,DrugBank,https://www.drugbank.ca/covid-19,approved,Antibiotics,"
Bacterial infection
",Inf,,,,,,,,
DB01606,Tazobactam,DrugBank,https://www.drugbank.ca/covid-19,approved,Antiinfective Agents,"
Bacterial infection
",Inf,,,,,,,,
DB00966,Telmisartan,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antihypertensive Agents,"
Hypertension
",2.10945273631841,-0.548972110088382,0.291512294917341,94.1441616051644,1.00172073698744,0.15823924418561,0.323,0.475104798663073,0.3173561391743
DB00876,Eprosartan,DrugBank,https://www.drugbank.ca/covid-19,approved,Antihypertensive Agents,"
Hypertension
",2.34825870646766,-0.746245809700567,0.22775947001746,45.1039169018289,1.0190302880194,0.154094293791367,0.289,-0.101023492779046,0.540234094481645
DB01029,Irbesartan,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antihypertensive Agents,"
Hypertension
",1.84577114427861,-2.08663290769541,0.018460665126392,116.799931768261,2.74030257732913,0.003069132309823,0.268,-0.456867437493295,0.676116834923919
DB13919,Candesartan,DrugBank,https://www.drugbank.ca/covid-19,experimental,Antihypertensive Agents,"
Hypertension
",2.34825870646766,-0.718877012401854,0.236108350655169,45.1039169018289,1.06968039493552,0.142381596950514,0.289,-0.101023492779046,0.540234094481645
DB11842,Angiotensin II,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Other cardiac stimulants,,2.34825870646766,-0.75502610804316,0.225116658603653,45.1039169018289,1.01894369110749,0.15411484990465,0.289,-0.101023492779046,0.540234094481645
DB00678,Losartan,DrugBank,https://www.drugbank.ca/covid-19,approved,Antihypertensive Agents,"
Hypertension
",2.34825870646766,-0.698108696535081,0.24255460991879,45.1039169018289,1.04983354757335,0.146897324159909,0.289,-0.101023492779046,0.540234094481645
DB00275,Olmesartan,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Angiotensin II receptor blockers (ARBs) and diuretics,,2.34825870646766,-0.746107553228336,0.227801223468235,45.1039169018289,1.04080152707025,0.14898383559557,0.289,-0.101023492779046,0.540234094481645
DB00177,Valsartan,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antihypertensive Agents,"
Hypertension
",2.34825870646766,-0.657684151431747,0.255370554154298,45.1039169018289,1.00384667355746,0.157726261747357,0.289,-0.101023492779046,0.540234094481645
DB06812,Povidone-iodine,DrugBank,https://www.drugbank.ca/covid-19,approved,Other antiinfectives and antiseptics,"
Bacterial infection
",Inf,,,,,,,,
DB12038,Ulinastatin,DrugBank,https://www.drugbank.ca/covid-19,investigational,Proteins,"
Premature labour
",Inf,,,,,,,,
DB06292,Dapagliflozin,DrugBank,https://www.drugbank.ca/covid-19,approved,Sodium-glucose co-transporter 2 (SGLT2) inhibitors,"
Type-2 diabetes
",3.29353233830846,1.91375259948805,0.027825887339729,16.9215591260709,-1.61157940045374,0.053526748138395,0.199,-1.62606897012583,0.948032507931717
DB06403,Ambrisentan,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antihypertensives for pulmonary arterial hypertension,"
Pulmonary arterial hypertension
",2.40796019900498,1.1977788757894,0.115501556523111,74.7315601486808,-0.427596628340141,0.334472410557729,0.308,0.220930552438609,0.412573253875668
DB14828,ABX-464,DrugBank,https://www.drugbank.ca/covid-19,investigational,"Heterocyclic Compounds, Fused-Ring",,Inf,,,,,,,,
DB12466,Favipiravir,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",OAT1/SLC22A6 inhibitors,,Inf,,,,,,,,
DB00091,Cyclosporine,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,vet_approved",Immunosuppressive Agents,"
Psoriasis vulgaris
Xerophthalmia
",2.05721393034826,-2.24493348622707,0.012386201423021,169.843346378309,2.86685138773985,0.00207288820092,0.437,2.406829069969,0.008045849740338
DB00507,Nitazoxanide,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,vet_approved",Antiparasitic Agents,"
Diarrhea
",Inf,,,,,,,,
DB00811,Ribavirin,DrugBank,https://www.drugbank.ca/covid-19,approved,Antiviral Agents,"
Hepatitis C virus infection
",1.93781094527363,-3.53115638864594,0.000206873521693,327.828568122227,2.96148810956097,0.001530781573221,0.289,-0.101023492779046,0.540234094481645
DB15661,EIDD-2801,DrugBank,https://www.drugbank.ca/covid-19,experimental,Esters,,Inf,,,,,,,,
DB01394,Colchicine,DrugBank,https://www.drugbank.ca/covid-19,approved,Gout Suppressants,"
Acute gouty arthritis
",1.98507462686567,-1.28238262113293,0.099854228787197,62.1759511459586,3.22868752308302,0.000621798480958,0.454,2.69489321569006,0.003520559617487
DB00975,Dipyridamole,DrugBank,https://www.drugbank.ca/covid-19,approved,Vasodilator Agents,"
Hypertension
",2.18905472636816,-0.370092083114654,0.355656940374296,214.873600039109,1.59489195763218,0.055368199189773,0.297,0.034536105207335,0.486224825859573
DB11580,Ravulizumab,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Proteins,"
Paroxysmal nocturnal haemoglobinuria
",2.78109452736318,1.74801854391965,0.040230408209389,29.421097467865,-1.79869896212366,0.036033156599142,0.233,-1.04994067868371,0.853127306288223
DB00302,Tranexamic acid,DrugBank,https://www.drugbank.ca/covid-19,approved,Amino acids,,2.17164179104478,1.05277685078743,0.146221638501388,50.042227664328,-0.194388457409496,0.422935863597893,0.336,0.695389145390942,0.243405730578177
DB08895,Tofacitinib,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Selective immunosuppressants,"
Rheumatoid arthritis
",2.06218905472637,0.894052514527218,0.185646897160259,200.873799624444,1.27999208950541,0.10027395900163,0.3,0.085370954452228,0.465983241915636
DB00746,Deferoxamine,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Iron chelating agents,,1.90049751243781,-1.72915901514817,0.041890319665928,69.0534809142802,2.74523491639153,0.003023379807369,0.364,1.16984773834327,0.121031124257376
DB04897,Lucinactant,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Lipids,"
Respiratory distress syndrome
",Inf,,,,,,,,
DB00675,Tamoxifen,DrugBank,https://www.drugbank.ca/covid-19,approved,Anticancer Agents,"
Breast cancer
",1.78855721393035,1.23537742487133,0.108345035282011,865.135046579611,3.09148786314608,0.000995780618482,0.321,0.441214899166478,0.329528713971876
DB00982,Isotretinoin,DrugBank,https://www.drugbank.ca/covid-19,approved,Antiacne Agents,"
Acne vulgaris
",2.11691542288557,0.754882116856929,0.225159858396562,94.9879096780571,0.106873309129139,0.457444744060181,0.271,-0.406032588248402,0.657640672008857
DB00927,Famotidine,DrugBank,https://www.drugbank.ca/covid-19,approved,Antiulcer Agents,"
Peptic ulcer
",2.91293532338308,2.35155823494329,0.009347481499386,25.0104300637033,-2.16670872840227,0.015128535317796,,,
DB00471,Montelukast,DrugBank,https://www.drugbank.ca/covid-19,approved,Antiasthmatic Agents,"
Asthma
",2.35820895522388,0.639942386653694,0.26110502796292,68.5507645686946,-1.66915164563252,0.047543665125745,0.184,-1.88024321635029,0.969962530879538
DB14767,Peginterferon lambda-1a,DrugBank,https://www.drugbank.ca/covid-19,investigational,Glycols,"
Acute myeloid leukaemia
",Inf,,,,,,,,
DB01001,Salbutamol,DrugBank,https://www.drugbank.ca/covid-19,"approved,vet_approved",Bronchodilator Agents,"
Acute asthma
",2.06218905472637,0.489420215621165,0.312272113432939,121.424637867543,-1.65132575647948,0.049336037867604,0.275,-0.338252789255212,0.632413651146984
DB00003,Dornase alfa,DrugBank,https://www.drugbank.ca/covid-19,approved,Mucolytics,,Inf,,,,,,,,
DB09274,Artesunate,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational","Artemisinin and derivatives, plain","
Malaria
Malaria
",Inf,,,,,,,,
DB13132,Artemisinin,DrugBank,https://www.drugbank.ca/covid-19,investigational,"Artemisinin and derivatives, plain","
Malaria
",Inf,,,,,,,,
DB06515,Resiniferatoxin,DrugBank,https://www.drugbank.ca/covid-19,investigational,Analgesics,"
Cancer related pain
Neuropathic pain
Osteoarthritis
Pain
",2.69651741293532,0.794006666482822,0.213595775198527,32.113429631844,-0.387974468743988,0.349017463807395,0.245,-0.84660128170414,0.801391300356338
DB00146,Calcifediol,DrugBank,https://www.drugbank.ca/covid-19,"approved,nutraceutical",Vitamin D and analogues,"
Vitamin D deficiency
",2.23880597014925,3.39228299249926,0.000346564060548,47.0126805606442,-2.18604104551498,0.014406301260799,0.301,0.102315904200525,0.459252965915275
DB00107,Oxytocin,DrugBank,https://www.drugbank.ca/covid-19,"approved,vet_approved","Ergot alkaloids and oxytocin incl. analogues, in combination","
Autism spectrum disorder
",2.43034825870647,0.801227350839112,0.211500020000508,70.0532851948062,-0.397722533092413,0.345417362870555,0.179,-1.96496796509178,0.975291027299497
DB11767,Sarilumab,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Interleukin inhibitors,"
Rheumatoid arthritis
",2.17164179104478,6.71143768383927,9.63580472564832E-12,235.070719959131,-1.23006699819176,0.109336008508115,0.234,-1.03299572893541,0.849197051288479
DB00742,Mannitol,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Sweetening Agents,"
Bronchiectasis
Renal failure
",Inf,,,,,,,,
DB00060,Interferon beta-1a,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Immunomodulatory Agents,"
Multiple sclerosis
",2.33084577114428,1.97067777987304,0.024380371846543,84.5558655762452,0.3919200841013,0.347558631386861,0.184,-1.88024321635029,0.969962530879538
DB09113,Poractant alfa,DrugBank,https://www.drugbank.ca/covid-19,approved,Lipids,"
Respiratory distress syndrome
",Inf,,,,,,,,
DB00848,Levamisole,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,vet_approved,withdrawn",Anticancer Agents,"
Colon cancer
Parasitic infection
",2.6044776119403,1.79089169190819,0.036655338585658,57.4293743764613,-1.77470077783727,0.03797365341627,0.221,-1.25328007566328,0.894948101569802
DB13156,Inosine pranobex,DrugBank,https://www.drugbank.ca/covid-19,approved,Other antivirals,"
Rheumatoid arthritis
Virus infection
",Inf,,,,,,,,
DB08954,Ifenprodil,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,withdrawn",Other peripheral vasodilators,,2.16169154228856,3.30828621772226,0.000469344106556,98.7867583804779,0.29518915669071,0.38392469242152,0.258,-0.626316934976271,0.734446459677767
DB00608,Chloroquine,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,vet_approved",Antimalarials,"
Malaria
",2,-2.42481413878593,0.007658112918395,223.588238816848,1.31502754229595,0.094250323104314,0.305,0.170095703193716,0.432467436315618
DB01050,Ibuprofen,DrugBank,https://www.drugbank.ca/covid-19,approved,Analgesics,"
Pain
",1.98756218905473,3.6078220351887,0.000154389081146,433.662604314875,1.51566949765944,0.064801472081101,0.358,1.06817803985349,0.142720104317195
DB15636,Zilucoplan,DrugBank,https://www.drugbank.ca/covid-19,investigational,,,Inf,,,,,,,,
DB15035,Zanubrutinib,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Teratogens,,1.86069651741294,1.86529306877517,0.031070168085076,751.230186556669,2.29275257645488,0.01093112685331,0.28,-0.253528040513724,0.600069902202441
DB04977,Plitidepsin,DrugBank,https://www.drugbank.ca/covid-19,investigational,Other antineoplastic agents,"
Multiple myeloma
Multiple myeloma
",Inf,,,,,,,,
DB01410,Ciclesonide,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antiallergic Agents,"
Asthma
Obstructive airway disease
",2.06965174129353,-1.2094141430208,0.113251888898,55.5924132637691,1.38060816115948,0.083699736329342,0.27,-0.4229775379967,0.663844175268681
DB12849,Clazakizumab,DrugBank,https://www.drugbank.ca/covid-19,investigational,Proteins,"
Crohn disease
Rheumatoid arthritis
",Inf,,,,,,,,
DB11803,Sirukumab,DrugBank,https://www.drugbank.ca/covid-19,investigational,Interleukin inhibitors,"
Cutaneous lupus erythematosus
Giant cell arteritis
Major depressive disorder
Rheumatoid arthritis
",Inf,,,,,,,,
DB11703,Acalabrutinib,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Amides,"
Mantle cell lymphoma
",2.10945273631841,-1.0921337201825,0.137387164956859,53.5427388959283,-1.42140524985746,0.077599490574203,0.252,-0.727986633466057,0.766689115694145
DB13127,Olokizumab,DrugBank,https://www.drugbank.ca/covid-19,investigational,Proteins,"
Rheumatoid arthritis
Rheumatoid arthritis
",Inf,,,,,,,,
DB01076,Atorvastatin,DrugBank,https://www.drugbank.ca/covid-19,approved,Anticholesteremic Agents,"
Cardiovascular disease
",2.01492537313433,-1.81634113873248,0.034659029167251,223.06831856228,2.48763903659058,0.006429708873765,0.254,-0.694096733969462,0.756189226668214
DB01042,Melphalan,DrugBank,https://www.drugbank.ca/covid-19,approved,Anticancer Agents,"
Multiple myeloma
",Inf,,,,,,,,
DB00105,Interferon alfa-2b,DrugBank,https://www.drugbank.ca/covid-19,approved,Interferons,,2.33084577114428,2.0054501849566,0.022457470603773,84.5558655762452,0.392069331818827,0.347503493394247,0.184,-1.88024321635029,0.969962530879538
DB05258,Interferon alfa,DrugBank,https://www.drugbank.ca/covid-19,investigational,Peptides,,2.35820895522388,-0.088548266421159,0.464720461954528,43.8256715985678,0.336604525264529,0.368207522211563,0.186,-1.8463533168537,0.967579539565622
DB01373,Calcium,DrugBank,https://www.drugbank.ca/covid-19,nutraceutical,"Bisphosphonates, combinations","
Osteoporosis
",1.93781094527363,2.52745029096301,0.005744704368067,808.694087528152,1.89000825318669,0.029378428145119,0.18,-1.94802301534348,0.974293895342788
DB15446,Vidofludimus,DrugBank,https://www.drugbank.ca/covid-19,investigational,"Acids, Acyclic","
Inflammatory bowel disease
Rheumatoid arthritis
",Inf,,,,,,,,
DB11997,Interleukin-7,DrugBank,https://www.drugbank.ca/covid-19,investigational,Peptides,,Inf,,,,,,,,
DB01593,Zinc,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Other agents for treatment of hemorrhoids and anal fissures for topical use,,1.50995024875622,2.14978689150837,0.015786037771916,4965.99870422936,5.11795085836999,1.54436524657294E-07,0.334,0.661499245894347,0.254146099034375
DB08877,Ruxolitinib,DrugBank,https://www.drugbank.ca/covid-19,approved,Protein kinase inhibitors,"
Essential thrombocythemia
Essential thrombocythemia
High-risk myelofibrosis
Pancreatic cancer
",2.07213930348259,-0.54998275474849,0.291165600969427,105.587427613003,1.43380045905604,0.075814606979615,0.257,-0.643261884724569,0.739972908072559
DB14644,Methylprednisolone hemisuccinate,DrugBank,https://www.drugbank.ca/covid-19,approved,Hormones,,Inf,,,,,,,,
DB00472,Fluoxetine,DrugBank,https://www.drugbank.ca/covid-19,"approved,vet_approved",Antidepressants,"
Depression
",2.05970149253731,0.818862196312358,0.206432520275637,255.609349868367,-1.5118831692306,0.065281793220533,0.305,0.170095703193716,0.432467436315618
DB09241,Methylene blue,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antidotes,"
Acquired methemoglobinemia
",2.31094527363184,0.10161043903881,0.459532946592585,75.262367700744,0.164521528270456,0.434660300272859,0.209,-1.45661947264285,0.927389275277714
DB06303,Otilimab,DrugBank,https://www.drugbank.ca/covid-19,investigational,,,Inf,,,,,,,,
DB09053,Ibrutinib,DrugBank,https://www.drugbank.ca/covid-19,approved,Protein kinase inhibitors,"
Mantle cell lymphoma
",2.10945273631841,-1.13298405064293,0.128610475599088,53.5427388959283,-1.32915805602926,0.091897914931,0.252,-0.727986633466057,0.766689115694145
DB00877,Sirolimus,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Immunosuppressive Agents,"
Dutch elm disease
Organ transplant rejection
",2.05223880597015,-1.01959481506144,0.153960332523111,146.534931335511,1.6599640269228,0.048460844775958,0.267,-0.473812387241593,0.682183149799156
DB01390,Sodium bicarbonate,DrugBank,https://www.drugbank.ca/covid-19,approved,Antidiarrheals,"
Metabolic acidosis
",Inf,,,,,,,,
DB01222,Budesonide,DrugBank,https://www.drugbank.ca/covid-19,approved,Antiinflammatory Agents,"
Asthma
",2.04228855721393,-1.0520330682491,0.146392189109558,106.122829730638,1.82732991917923,0.033825089665806,0.261,-0.575482085731379,0.717517348584306
DB06151,Acetylcysteine,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Mucolytics,"
Liver disease
",1.98507462686567,2.42744794298087,0.007602734414212,437.751277713235,2.32935491686558,0.009920135655902,0.279,-0.270472990262021,0.606601803267061
DB01128,Bicalutamide,DrugBank,https://www.drugbank.ca/covid-19,approved,Anticancer Agents,"
Prostate cancer
",2.02487562189055,-1.27215036246971,0.101659850044644,58.8962324481996,1.57332135941228,0.057822212989471,,,
DB12668,Metenkefalin,DrugBank,https://www.drugbank.ca/covid-19,investigational,Neuropeptides,,2.33333333333333,1.24756850588956,0.10609455899498,78.7082403982602,-0.291221998306157,0.385440769574402,0.324,0.492049748411371,0.311342087658821
DB15687,Tridecactide,DrugBank,https://www.drugbank.ca/covid-19,,Melanocyte-Stimulating Hormones,,Inf,,,,,,,,
DB13729,Camostat,DrugBank,https://www.drugbank.ca/covid-19,experimental,Proteinase inhibitors,"
Cystic fibrosis
",2.22388059701493,8.88233367676733,3.27360480257841E-19,278.190683762728,-2.12785229929734,0.016674665784443,0.163,-2.23608716106454,0.987326968855374
DB09322,Zinc sulfate,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Other agents for treatment of hemorrhoids and anal fissures for topical use,,Inf,,,,,,,,
DB08813,Nadroparin,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Heparin group,,1.92039800995025,-2.16368971167316,0.01524408556859,194.223695500309,1.83978213338021,0.032900114759165,0.344,0.830948743377322,0.203001292922676
DB06779,Dalteparin,DrugBank,https://www.drugbank.ca/covid-19,approved,Heparin group,,2.14179104477612,3.12616251214908,0.000885518262343,163.551848556197,-0.01757003911095,0.492990929156215,0.255,-0.677151784221164,0.750845172063725
DB06822,Tinzaparin,DrugBank,https://www.drugbank.ca/covid-19,approved,Heparin group,,2.02238805970149,-0.631531702113162,0.263846463721012,139.50009569951,0.204736335446824,0.418889065052153,0.248,-0.795766432459248,0.786916097120622
DB12768,BCG vaccine,DrugBank,https://www.drugbank.ca/covid-19,investigational,Other immunostimulants,"
Bladder cancer
",Inf,,,,,,,,
DB11952,Duvelisib,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",BCRP/ABCG2 Substrates,,2.28109452736318,0.882803947637743,0.188671103614892,87.4862474420141,0.782707942647302,0.216899318493222,0.27,-0.4229775379967,0.663844175268681
DB00343,Diltiazem,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Antihypertensive Agents,"
Hypertension
",2.50746268656716,0.121814961748035,0.45152278221812,61.1708904747759,0.39263537174561,0.347294405253472,0.197,-1.65995886962243,0.951538636436728
DB08882,Linagliptin,DrugBank,https://www.drugbank.ca/covid-19,approved,Dipeptidyl peptidase 4 (DPP-4) inhibitors,"
Type-2 diabetes
",2.4452736318408,-0.896397786527922,0.185020174539169,40.9784800212276,1.17265293227208,0.120467506736412,0.307,0.203985602690311,0.419182374878959
DB00254,Doxycycline,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational,vet_approved",Antiinflammatory Agents,"
Advanced gum disease
Chronic periodontitis
Diabetic foot ulcer
",Inf,,,,,,,,
DB02285,Protoporphyrin,DrugBank,https://www.drugbank.ca/covid-19,experimental,Porphyrins,,2.44029850746269,-0.440054583936275,0.329948787150625,40.3583184077102,0.539278581355002,0.294847322789641,0.142,-2.59193110577879,0.995228055909321
DB09570,Ixazomib,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",Other antineoplastic agents,"
Multiple myeloma
",Inf,,,,,,,,
DB00198,Oseltamivir,DrugBank,https://www.drugbank.ca/covid-19,approved,Antiviral Agents,"
Influenza virus infection
",2.37562189054726,-0.797835901605804,0.212482862118388,70.2394400046664,1.0288169559821,0.151782848685991,0.227,-1.1516103771735,0.875259392392444
DB13973,Remestemcel-L,DrugBank,https://www.drugbank.ca/covid-19,"approved,investigational",,,Inf,,,,,,,,
DB00126,Ascorbic acid,DrugBank,https://www.drugbank.ca/covid-19,"approved,nutraceutical",Organic acids,,1.97761194029851,-0.969773821618393,0.166079622154174,788.628890200827,5.38652240904744,3.59169884103565E-08,0.24,-0.931326030445629,0.824157529557938
DB00151,Cysteine,DrugBank,https://www.drugbank.ca/covid-19,"approved,nutraceutical",Cysteine,,2.02985074626866,-0.541824643590533,0.293969656469504,527.262472987099,4.92886869703405,4.13535667435015E-07,0.245,-0.84660128170414,0.801391300356338
